Year,Region,Race or Ethnicity,Sex,Age Group,Opioid Poisoning Deaths
2015,NYC,Not Stated,M,9-Jan,0
2015,NYC,Not Stated,M,19-Oct,0
2015,NYC,Not Stated,M,20-24,0
2015,NYC,Not Stated,M,65-74,0
2015,NYC,Not Stated,M,75-84,0
2015,NYC,Not Stated,M,85+,0
2015,NYC,Not Stated,M,<1,0
2015,NYC,Not Stated,M,25-34,3
2015,NYC,Not Stated,M,35-44,3
2015,NYC,Not Stated,M,45-54,4
2015,NYC,Not Stated,M,55-64,5
2015,NYC,Not Stated,M,Total,15
2015,NYC,Other Non Hispanic,F,9-Jan,0
2015,NYC,Other Non Hispanic,F,19-Oct,0
2015,NYC,Other Non Hispanic,F,20-24,0
2015,NYC,Other Non Hispanic,F,25-34,0
2015,NYC,Other Non Hispanic,F,35-44,0
2015,NYC,Other Non Hispanic,F,45-54,0
2015,NYC,Other Non Hispanic,F,55-64,0
2015,NYC,Other Non Hispanic,F,65-74,0
2015,NYC,Other Non Hispanic,F,75-84,0
2015,NYC,Other Non Hispanic,F,85+,0
2015,NYC,Other Non Hispanic,F,<1,0
2015,NYC,Other Non Hispanic,F,Total,0
2015,NYC,Other Non Hispanic,M,9-Jan,0
2015,NYC,Other Non Hispanic,M,65-74,0
2015,NYC,Other Non Hispanic,M,75-84,0
2015,NYC,Other Non Hispanic,M,85+,0
2015,NYC,Other Non Hispanic,M,<1,0
2015,NYC,Other Non Hispanic,M,19-Oct,1
2015,NYC,Other Non Hispanic,M,35-44,1
2015,NYC,Other Non Hispanic,M,45-54,1
2015,NYC,Other Non Hispanic,M,55-64,1
2015,NYC,Other Non Hispanic,M,20-24,2
2015,NYC,Other Non Hispanic,M,25-34,8
2015,NYC,Other Non Hispanic,M,Total,14
2015,NYC,White Non Hispanic,F,9-Jan,0
2015,NYC,White Non Hispanic,F,75-84,0
2015,NYC,White Non Hispanic,F,85+,0
2015,NYC,White Non Hispanic,F,<1,0
2015,NYC,White Non Hispanic,F,19-Oct,2
2015,NYC,White Non Hispanic,F,65-74,2
2015,NYC,White Non Hispanic,F,20-24,3
2015,NYC,White Non Hispanic,F,25-34,15
2015,NYC,White Non Hispanic,F,55-64,15
2015,NYC,White Non Hispanic,F,35-44,20
2015,NYC,White Non Hispanic,F,45-54,23
2015,NYC,White Non Hispanic,F,Total,80
2015,NYC,White Non Hispanic,M,9-Jan,0
2015,NYC,White Non Hispanic,M,85+,0
2015,NYC,White Non Hispanic,M,<1,0
2015,NYC,White Non Hispanic,M,75-84,2
2015,NYC,White Non Hispanic,M,19-Oct,3
2015,NYC,White Non Hispanic,M,65-74,9
2015,NYC,White Non Hispanic,M,20-24,18
2015,NYC,White Non Hispanic,M,55-64,37
2015,NYC,White Non Hispanic,M,35-44,46
2015,NYC,White Non Hispanic,M,25-34,48
2015,NYC,White Non Hispanic,M,45-54,69
2015,NYC,White Non Hispanic,M,Total,232
2015,ROS,Black Non Hispanic,F,9-Jan,0
2015,ROS,Black Non Hispanic,F,75-84,0
2015,ROS,Black Non Hispanic,F,85+,0
2015,ROS,Black Non Hispanic,F,<1,0
2015,ROS,Black Non Hispanic,F,19-Oct,1
2015,ROS,Black Non Hispanic,F,20-24,1
2015,ROS,Black Non Hispanic,F,35-44,2
2015,ROS,Black Non Hispanic,F,25-34,4
2015,ROS,Black Non Hispanic,F,65-74,4
2015,ROS,Black Non Hispanic,F,55-64,5
2015,ROS,Black Non Hispanic,F,45-54,8
2015,ROS,Black Non Hispanic,F,Total,25
2015,ROS,Black Non Hispanic,M,9-Jan,0
2015,ROS,Black Non Hispanic,M,19-Oct,0
2015,ROS,Black Non Hispanic,M,75-84,0
2015,ROS,Black Non Hispanic,M,85+,0
2015,ROS,Black Non Hispanic,M,<1,0
2015,ROS,Black Non Hispanic,M,20-24,3
2015,ROS,Black Non Hispanic,M,65-74,4
2015,ROS,Black Non Hispanic,M,25-34,11
2015,ROS,Black Non Hispanic,M,35-44,12
2015,ROS,Black Non Hispanic,M,45-54,14
2015,ROS,Black Non Hispanic,M,55-64,14
2015,ROS,Black Non Hispanic,M,Total,58
2015,ROS,Hispanic,F,9-Jan,0
2015,ROS,Hispanic,F,65-74,0
2015,ROS,Hispanic,F,75-84,0
2015,ROS,Hispanic,F,85+,0
2015,ROS,Hispanic,F,<1,0
2015,ROS,Hispanic,F,19-Oct,1
2015,ROS,Hispanic,F,20-24,2
2015,ROS,Hispanic,F,25-34,3
2015,ROS,Hispanic,F,35-44,3
2015,ROS,Hispanic,F,55-64,3
2015,ROS,Hispanic,F,45-54,7
2015,ROS,Hispanic,F,Total,19
2015,ROS,Hispanic,M,9-Jan,0
2015,ROS,Hispanic,M,75-84,0
2015,ROS,Hispanic,M,85+,0
2015,ROS,Hispanic,M,<1,0
2015,ROS,Hispanic,M,19-Oct,2
2015,ROS,Hispanic,M,65-74,2
2015,ROS,Hispanic,M,55-64,5
2015,ROS,Hispanic,M,20-24,8
2015,ROS,Hispanic,M,45-54,13
2015,ROS,Hispanic,M,25-34,19
2015,ROS,Hispanic,M,35-44,22
2015,ROS,Hispanic,M,Total,71
2015,ROS,Not Stated,F,19-Oct,0
2015,ROS,Not Stated,F,20-24,0
2015,ROS,Not Stated,F,25-34,0
2015,ROS,Not Stated,F,45-54,0
2015,ROS,Not Stated,F,65-74,0
2015,ROS,Not Stated,F,75-84,0
2015,ROS,Not Stated,F,85+,0
2015,ROS,Not Stated,F,<1,0
2015,ROS,Not Stated,F,55-64,1
2015,ROS,Not Stated,F,35-44,2
2015,ROS,Not Stated,F,Total,3
2015,ROS,Not Stated,M,9-Jan,0
2015,ROS,Not Stated,M,19-Oct,0
2015,ROS,Not Stated,M,25-34,0
2015,ROS,Not Stated,M,65-74,0
2015,ROS,Not Stated,M,75-84,0
2015,ROS,Not Stated,M,85+,0
2015,ROS,Not Stated,M,<1,0
2015,ROS,Not Stated,M,35-44,1
2015,ROS,Not Stated,M,55-64,1
2015,ROS,Not Stated,M,20-24,3
2015,ROS,Not Stated,M,45-54,5
2015,ROS,Not Stated,M,Total,10
2015,ROS,Other Non Hispanic,F,9-Jan,0
2015,ROS,Other Non Hispanic,F,19-Oct,0
2015,ROS,Other Non Hispanic,F,20-24,0
2015,ROS,Other Non Hispanic,F,35-44,0
2015,ROS,Other Non Hispanic,F,55-64,0
2015,ROS,Other Non Hispanic,F,65-74,0
2015,ROS,Other Non Hispanic,F,75-84,0
2015,ROS,Other Non Hispanic,F,85+,0
2015,ROS,Other Non Hispanic,F,<1,0
2015,ROS,Other Non Hispanic,F,45-54,1
2015,ROS,Other Non Hispanic,F,25-34,2
2015,ROS,Other Non Hispanic,F,Total,3
2015,ROS,Other Non Hispanic,M,9-Jan,0
2015,ROS,Other Non Hispanic,M,65-74,0
2015,ROS,Other Non Hispanic,M,75-84,0
2015,ROS,Other Non Hispanic,M,85+,0
2015,ROS,Other Non Hispanic,M,<1,0
2015,ROS,Other Non Hispanic,M,19-Oct,1
2015,ROS,Other Non Hispanic,M,45-54,1
2015,ROS,Other Non Hispanic,M,55-64,2
2015,ROS,Other Non Hispanic,M,35-44,3
2015,ROS,Other Non Hispanic,M,20-24,4
2015,ROS,Other Non Hispanic,M,25-34,4
2015,ROS,Other Non Hispanic,M,Total,15
2015,ROS,White Non Hispanic,F,<1,1
2015,ROS,White Non Hispanic,F,9-Jan,2
2015,ROS,White Non Hispanic,F,85+,2
2015,ROS,White Non Hispanic,F,75-84,3
2015,ROS,White Non Hispanic,F,65-74,5
2015,ROS,White Non Hispanic,F,19-Oct,13
2015,ROS,White Non Hispanic,F,20-24,25
2015,ROS,White Non Hispanic,F,55-64,53
2015,ROS,White Non Hispanic,F,35-44,74
2015,ROS,White Non Hispanic,F,45-54,85
2015,ROS,White Non Hispanic,F,25-34,100
2015,ROS,White Non Hispanic,F,Total,363
2015,ROS,White Non Hispanic,M,9-Jan,0
2015,ROS,White Non Hispanic,M,85+,0
2015,ROS,White Non Hispanic,M,<1,0
2015,ROS,White Non Hispanic,M,75-84,3
2015,ROS,White Non Hispanic,M,19-Oct,14
2015,ROS,White Non Hispanic,M,65-74,19
2015,ROS,White Non Hispanic,M,55-64,96
2015,ROS,White Non Hispanic,M,20-24,115
2015,ROS,White Non Hispanic,M,45-54,172
2015,ROS,White Non Hispanic,M,35-44,185
2015,ROS,White Non Hispanic,M,25-34,308
2015,ROS,White Non Hispanic,M,Total,912
2016,NYC,Black Non Hispanic,F,9-Jan,0
2016,NYC,Black Non Hispanic,F,19-Oct,0
2016,NYC,Black Non Hispanic,F,75-84,0
2016,NYC,Black Non Hispanic,F,85+,0
2016,NYC,Black Non Hispanic,F,<1,0
2016,NYC,Black Non Hispanic,F,20-24,1
2016,NYC,Black Non Hispanic,F,65-74,2
2016,NYC,Black Non Hispanic,F,25-34,7
2016,NYC,Black Non Hispanic,F,35-44,13
2016,NYC,Black Non Hispanic,F,45-54,17
2016,NYC,Black Non Hispanic,F,55-64,18
2016,NYC,Black Non Hispanic,F,Total,58
2016,NYC,Black Non Hispanic,M,9-Jan,0
2016,NYC,Black Non Hispanic,M,19-Oct,0
2016,NYC,Black Non Hispanic,M,85+,0
2016,NYC,Black Non Hispanic,M,<1,0
2016,NYC,Black Non Hispanic,M,75-84,1
2016,NYC,Black Non Hispanic,M,20-24,5
2016,NYC,Black Non Hispanic,M,65-74,8
2016,NYC,Black Non Hispanic,M,35-44,12
2016,NYC,Black Non Hispanic,M,25-34,13
2016,NYC,Black Non Hispanic,M,45-54,44
2016,NYC,Black Non Hispanic,M,55-64,61
2016,NYC,Black Non Hispanic,M,Total,144
2016,NYC,Hispanic,F,9-Jan,0
2016,NYC,Hispanic,F,65-74,0
2016,NYC,Hispanic,F,75-84,0
2016,NYC,Hispanic,F,85+,0
2016,NYC,Hispanic,F,<1,0
2016,NYC,Hispanic,F,20-24,2
2016,NYC,Hispanic,F,19-Oct,3
2016,NYC,Hispanic,F,55-64,8
2016,NYC,Hispanic,F,25-34,11
2016,NYC,Hispanic,F,35-44,21
2016,NYC,Hispanic,F,45-54,26
2016,NYC,Hispanic,F,Total,71
2016,NYC,Hispanic,M,9-Jan,0
2016,NYC,Hispanic,M,85+,0
2016,NYC,Hispanic,M,<1,0
2016,NYC,Hispanic,M,19-Oct,1
2016,NYC,Hispanic,M,75-84,1
2016,NYC,Hispanic,M,65-74,6
2016,NYC,Hispanic,M,20-24,15
2016,NYC,Hispanic,M,25-34,40
2016,NYC,Hispanic,M,55-64,58
2016,NYC,Hispanic,M,35-44,60
2016,NYC,Hispanic,M,45-54,80
2016,NYC,Hispanic,M,Total,261
2016,NYC,Not Stated,F,9-Jan,0
2016,NYC,Not Stated,F,19-Oct,0
2016,NYC,Not Stated,F,20-24,0
2016,NYC,Not Stated,F,25-34,0
2016,NYC,Not Stated,F,65-74,0
2016,NYC,Not Stated,F,75-84,0
2016,NYC,Not Stated,F,85+,0
2016,NYC,Not Stated,F,<1,0
2016,NYC,Not Stated,F,45-54,1
2016,NYC,Not Stated,F,35-44,2
2016,NYC,Not Stated,F,55-64,2
2016,NYC,Not Stated,F,Total,5
2016,NYC,Not Stated,M,9-Jan,0
2016,NYC,Not Stated,M,19-Oct,0
2016,NYC,Not Stated,M,55-64,0
2016,NYC,Not Stated,M,65-74,0
2016,NYC,Not Stated,M,75-84,0
2016,NYC,Not Stated,M,85+,0
2016,NYC,Not Stated,M,<1,0
2016,NYC,Not Stated,M,20-24,2
2016,NYC,Not Stated,M,35-44,2
2016,NYC,Not Stated,M,25-34,4
2016,NYC,Not Stated,M,45-54,4
2016,NYC,Not Stated,M,Total,12
2016,NYC,Other Non Hispanic,F,9-Jan,0
2016,NYC,Other Non Hispanic,F,19-Oct,0
2016,NYC,Other Non Hispanic,F,45-54,0
2016,NYC,Other Non Hispanic,F,55-64,0
2016,NYC,Other Non Hispanic,F,65-74,0
2016,NYC,Other Non Hispanic,F,75-84,0
2016,NYC,Other Non Hispanic,F,85+,0
2016,NYC,Other Non Hispanic,F,<1,0
2016,NYC,Other Non Hispanic,F,20-24,1
2016,NYC,Other Non Hispanic,F,25-34,1
2016,NYC,Other Non Hispanic,F,35-44,1
2016,NYC,Other Non Hispanic,F,Total,3
2016,NYC,Other Non Hispanic,M,9-Jan,0
2016,NYC,Other Non Hispanic,M,19-Oct,0
2016,NYC,Other Non Hispanic,M,55-64,0
2016,NYC,Other Non Hispanic,M,75-84,0
2016,NYC,Other Non Hispanic,M,85+,0
2016,NYC,Other Non Hispanic,M,<1,0
2016,NYC,Other Non Hispanic,M,35-44,1
2016,NYC,Other Non Hispanic,M,65-74,1
2016,NYC,Other Non Hispanic,M,45-54,2
2016,NYC,Other Non Hispanic,M,25-34,4
2016,NYC,Other Non Hispanic,M,20-24,7
2016,NYC,Other Non Hispanic,M,Total,15
2016,NYC,White Non Hispanic,F,9-Jan,0
2016,NYC,White Non Hispanic,F,85+,0
2016,NYC,White Non Hispanic,F,<1,0
2016,NYC,White Non Hispanic,F,19-Oct,1
2016,NYC,White Non Hispanic,F,75-84,3
2016,NYC,White Non Hispanic,F,20-24,5
2016,NYC,White Non Hispanic,F,65-74,9
2016,NYC,White Non Hispanic,F,55-64,19
2016,NYC,White Non Hispanic,F,35-44,20
2016,NYC,White Non Hispanic,F,25-34,24
2016,NYC,White Non Hispanic,F,45-54,30
2016,NYC,White Non Hispanic,F,Total,111
2016,NYC,White Non Hispanic,M,9-Jan,0
2016,NYC,White Non Hispanic,M,<1,0
2016,NYC,White Non Hispanic,M,85+,1
2016,NYC,White Non Hispanic,M,75-84,2
2016,NYC,White Non Hispanic,M,19-Oct,4
2016,NYC,White Non Hispanic,M,65-74,17
2016,NYC,White Non Hispanic,M,20-24,27
2016,NYC,White Non Hispanic,M,55-64,45
2016,NYC,White Non Hispanic,M,35-44,70
2016,NYC,White Non Hispanic,M,45-54,86
2016,NYC,White Non Hispanic,M,25-34,101
2016,NYC,White Non Hispanic,M,Total,353
2016,ROS,Black Non Hispanic,F,75-84,0
2016,ROS,Black Non Hispanic,F,85+,0
2016,ROS,Black Non Hispanic,F,<1,0
2016,ROS,Black Non Hispanic,F,9-Jan,1
2016,ROS,Black Non Hispanic,F,19-Oct,1
2016,ROS,Black Non Hispanic,F,65-74,1
2016,ROS,Black Non Hispanic,F,20-24,5
2016,ROS,Black Non Hispanic,F,55-64,5
2016,ROS,Black Non Hispanic,F,25-34,6
2016,ROS,Black Non Hispanic,F,35-44,8
2016,ROS,Black Non Hispanic,F,45-54,17
2016,ROS,Black Non Hispanic,F,Total,44
2016,ROS,Black Non Hispanic,M,9-Jan,0
2016,ROS,Black Non Hispanic,M,85+,0
2016,ROS,Black Non Hispanic,M,<1,0
2016,ROS,Black Non Hispanic,M,75-84,1
2016,ROS,Black Non Hispanic,M,19-Oct,2
2016,ROS,Black Non Hispanic,M,20-24,5
2016,ROS,Black Non Hispanic,M,65-74,6
2016,ROS,Black Non Hispanic,M,35-44,18
2016,ROS,Black Non Hispanic,M,25-34,21
2016,ROS,Black Non Hispanic,M,55-64,24
2016,ROS,Black Non Hispanic,M,45-54,26
2016,ROS,Black Non Hispanic,M,Total,103
2016,ROS,Hispanic,F,9-Jan,0
2016,ROS,Hispanic,F,19-Oct,0
2016,ROS,Hispanic,F,65-74,0
2016,ROS,Hispanic,F,75-84,0
2016,ROS,Hispanic,F,85+,0
2016,ROS,Hispanic,F,<1,0
2016,ROS,Hispanic,F,20-24,3
2016,ROS,Hispanic,F,55-64,3
2016,ROS,Hispanic,F,35-44,5
2016,ROS,Hispanic,F,45-54,6
2016,ROS,Hispanic,F,25-34,12
2016,ROS,Hispanic,F,Total,29
2016,ROS,Hispanic,M,9-Jan,0
2016,ROS,Hispanic,M,65-74,0
2016,ROS,Hispanic,M,75-84,0
2016,ROS,Hispanic,M,85+,0
2016,ROS,Hispanic,M,<1,0
2016,ROS,Hispanic,M,19-Oct,2
2016,ROS,Hispanic,M,55-64,11
2016,ROS,Hispanic,M,20-24,16
2016,ROS,Hispanic,M,45-54,21
2016,ROS,Hispanic,M,35-44,25
2016,ROS,Hispanic,M,25-34,47
2016,ROS,Hispanic,M,Total,122
2016,ROS,Not Stated,F,9-Jan,0
2016,ROS,Not Stated,F,19-Oct,0
2016,ROS,Not Stated,F,45-54,0
2016,ROS,Not Stated,F,55-64,0
2016,ROS,Not Stated,F,65-74,0
2016,ROS,Not Stated,F,75-84,0
2016,ROS,Not Stated,F,85+,0
2016,ROS,Not Stated,F,<1,0
2016,ROS,Not Stated,F,35-44,1
2016,ROS,Not Stated,F,25-34,3
2016,ROS,Not Stated,F,Total,4
2016,ROS,Not Stated,M,9-Jan,0
2016,ROS,Not Stated,M,20-24,0
2016,ROS,Not Stated,M,45-54,0
2016,ROS,Not Stated,M,65-74,0
2016,ROS,Not Stated,M,75-84,0
2016,ROS,Not Stated,M,85+,0
2016,ROS,Not Stated,M,<1,0
2016,ROS,Not Stated,M,19-Oct,1
2016,ROS,Not Stated,M,25-34,1
2016,ROS,Not Stated,M,55-64,1
2016,ROS,Not Stated,M,35-44,2
2016,ROS,Not Stated,M,Total,5
2016,ROS,Other Non Hispanic,F,9-Jan,0
2016,ROS,Other Non Hispanic,F,19-Oct,0
2016,ROS,Other Non Hispanic,F,20-24,0
2016,ROS,Other Non Hispanic,F,65-74,0
2016,ROS,Other Non Hispanic,F,75-84,0
2016,ROS,Other Non Hispanic,F,85+,0
2016,ROS,Other Non Hispanic,F,<1,0
2016,ROS,Other Non Hispanic,F,35-44,1
2016,ROS,Other Non Hispanic,F,55-64,1
2016,ROS,Other Non Hispanic,F,45-54,2
2016,ROS,Other Non Hispanic,F,25-34,5
2016,ROS,Other Non Hispanic,F,Total,9
2016,ROS,Other Non Hispanic,M,9-Jan,0
2016,ROS,Other Non Hispanic,M,19-Oct,0
2016,ROS,Other Non Hispanic,M,35-44,0
2016,ROS,Other Non Hispanic,M,65-74,0
2016,ROS,Other Non Hispanic,M,75-84,0
2016,ROS,Other Non Hispanic,M,85+,0
2016,ROS,Other Non Hispanic,M,<1,0
2016,ROS,Other Non Hispanic,M,45-54,1
2016,ROS,Other Non Hispanic,M,20-24,3
2016,ROS,Other Non Hispanic,M,55-64,3
2016,ROS,Other Non Hispanic,M,25-34,9
2016,ROS,Other Non Hispanic,M,Total,16
2016,ROS,White Non Hispanic,F,9-Jan,0
2016,ROS,White Non Hispanic,F,85+,0
2016,ROS,White Non Hispanic,F,<1,0
2016,ROS,White Non Hispanic,F,75-84,6
2016,ROS,White Non Hispanic,F,19-Oct,8
2016,ROS,White Non Hispanic,F,65-74,13
2016,ROS,White Non Hispanic,F,20-24,46
2016,ROS,White Non Hispanic,F,55-64,69
2016,ROS,White Non Hispanic,F,45-54,99
2016,ROS,White Non Hispanic,F,35-44,116
2016,ROS,White Non Hispanic,F,25-34,145
2016,ROS,White Non Hispanic,F,Total,502
2016,ROS,White Non Hispanic,M,<1,0
2016,ROS,White Non Hispanic,M,9-Jan,1
2016,ROS,White Non Hispanic,M,75-84,3
2016,ROS,White Non Hispanic,M,85+,3
2016,ROS,White Non Hispanic,M,19-Oct,20
2016,ROS,White Non Hispanic,M,65-74,24
2016,ROS,White Non Hispanic,M,55-64,112
2016,ROS,White Non Hispanic,M,20-24,139
2016,ROS,White Non Hispanic,M,45-54,212
2016,ROS,White Non Hispanic,M,35-44,268
2016,ROS,White Non Hispanic,M,25-34,419
2016,ROS,White Non Hispanic,M,Total,1201
2017,NYC,Black Non Hispanic,F,9-Jan,0
2017,NYC,Black Non Hispanic,F,19-Oct,0
2017,NYC,Black Non Hispanic,F,20-24,0
2017,NYC,Black Non Hispanic,F,75-84,0
2017,NYC,Black Non Hispanic,F,85+,0
2017,NYC,Black Non Hispanic,F,<1,0
2017,NYC,Black Non Hispanic,F,65-74,2
2017,NYC,Black Non Hispanic,F,25-34,11
2017,NYC,Black Non Hispanic,F,35-44,11
2017,NYC,Black Non Hispanic,F,55-64,20
2017,NYC,Black Non Hispanic,F,45-54,25
2017,NYC,Black Non Hispanic,F,Total,69
2017,NYC,Black Non Hispanic,M,9-Jan,0
2017,NYC,Black Non Hispanic,M,19-Oct,0
2017,NYC,Black Non Hispanic,M,85+,0
2017,NYC,Black Non Hispanic,M,<1,0
2017,NYC,Black Non Hispanic,M,20-24,2
2017,NYC,Black Non Hispanic,M,75-84,2
2017,NYC,Black Non Hispanic,M,25-34,21
2017,NYC,Black Non Hispanic,M,35-44,23
2017,NYC,Black Non Hispanic,M,65-74,23
2017,NYC,Black Non Hispanic,M,55-64,58
2017,NYC,Black Non Hispanic,M,45-54,59
2017,NYC,Black Non Hispanic,M,Total,188
2017,NYC,Hispanic,F,9-Jan,0
2017,NYC,Hispanic,F,19-Oct,0
2017,NYC,Hispanic,F,75-84,0
2017,NYC,Hispanic,F,85+,0
2017,NYC,Hispanic,F,<1,0
2017,NYC,Hispanic,F,65-74,3
2017,NYC,Hispanic,F,20-24,5
2017,NYC,Hispanic,F,25-34,6
2017,NYC,Hispanic,F,35-44,9
2017,NYC,Hispanic,F,55-64,12
2017,NYC,Hispanic,F,45-54,19
2017,NYC,Hispanic,F,Total,54
2017,NYC,Hispanic,M,9-Jan,0
2017,NYC,Hispanic,M,85+,0
2017,NYC,Hispanic,M,<1,0
2017,NYC,Hispanic,M,75-84,1
2017,NYC,Hispanic,M,19-Oct,4
2017,NYC,Hispanic,M,20-24,11
2017,NYC,Hispanic,M,65-74,14
2017,NYC,Hispanic,M,55-64,56
2017,NYC,Hispanic,M,25-34,58
2017,NYC,Hispanic,M,35-44,67
2017,NYC,Hispanic,M,45-54,86
2017,NYC,Hispanic,M,Total,297
2017,NYC,Not Stated,F,9-Jan,0
2017,NYC,Not Stated,F,19-Oct,0
2017,NYC,Not Stated,F,20-24,0
2017,NYC,Not Stated,F,25-34,0
2017,NYC,Not Stated,F,55-64,0
2017,NYC,Not Stated,F,65-74,0
2017,NYC,Not Stated,F,75-84,0
2017,NYC,Not Stated,F,85+,0
2017,NYC,Not Stated,F,<1,0
2017,NYC,Not Stated,F,35-44,1
2017,NYC,Not Stated,F,45-54,1
2017,NYC,Not Stated,F,Total,2
2017,NYC,Not Stated,M,9-Jan,0
2017,NYC,Not Stated,M,19-Oct,0
2017,NYC,Not Stated,M,20-24,0
2017,NYC,Not Stated,M,65-74,0
2017,NYC,Not Stated,M,75-84,0
2017,NYC,Not Stated,M,85+,0
2017,NYC,Not Stated,M,<1,0
2017,NYC,Not Stated,M,35-44,1
2017,NYC,Not Stated,M,25-34,2
2017,NYC,Not Stated,M,45-54,3
2017,NYC,Not Stated,M,55-64,3
2017,NYC,Not Stated,M,Total,9
2017,NYC,Other Non Hispanic,F,9-Jan,0
2017,NYC,Other Non Hispanic,F,19-Oct,0
2017,NYC,Other Non Hispanic,F,55-64,0
2017,NYC,Other Non Hispanic,F,65-74,0
2017,NYC,Other Non Hispanic,F,75-84,0
2017,NYC,Other Non Hispanic,F,85+,0
2017,NYC,Other Non Hispanic,F,<1,0
2017,NYC,Other Non Hispanic,F,35-44,1
2017,NYC,Other Non Hispanic,F,45-54,1
2017,NYC,Other Non Hispanic,F,25-34,2
2017,NYC,Other Non Hispanic,F,20-24,3
2017,NYC,Other Non Hispanic,F,Total,7
2017,NYC,Other Non Hispanic,M,9-Jan,0
2017,NYC,Other Non Hispanic,M,19-Oct,0
2017,NYC,Other Non Hispanic,M,55-64,0
2017,NYC,Other Non Hispanic,M,65-74,0
2017,NYC,Other Non Hispanic,M,75-84,0
2017,NYC,Other Non Hispanic,M,85+,0
2017,NYC,Other Non Hispanic,M,<1,0
2017,NYC,Other Non Hispanic,M,20-24,1
2017,NYC,Other Non Hispanic,M,45-54,2
2017,NYC,Other Non Hispanic,M,35-44,5
2017,NYC,Other Non Hispanic,M,25-34,9
2017,NYC,Other Non Hispanic,M,Total,17
2017,NYC,White Non Hispanic,F,<1,0
2017,NYC,White Non Hispanic,F,9-Jan,1
2017,NYC,White Non Hispanic,F,19-Oct,1
2017,NYC,White Non Hispanic,F,75-84,1
2017,NYC,White Non Hispanic,F,85+,1
2017,NYC,White Non Hispanic,F,65-74,5
2017,NYC,White Non Hispanic,F,20-24,7
2017,NYC,White Non Hispanic,F,35-44,14
2017,NYC,White Non Hispanic,F,45-54,19
2017,NYC,White Non Hispanic,F,55-64,21
2017,NYC,White Non Hispanic,F,25-34,32
2017,NYC,White Non Hispanic,F,Total,102
2017,NYC,White Non Hispanic,M,9-Jan,0
2017,NYC,White Non Hispanic,M,75-84,0
2017,NYC,White Non Hispanic,M,85+,0
2017,NYC,White Non Hispanic,M,<1,0
2017,NYC,White Non Hispanic,M,19-Oct,2
2017,NYC,White Non Hispanic,M,65-74,9
2017,NYC,White Non Hispanic,M,20-24,22
2017,NYC,White Non Hispanic,M,55-64,49
2017,NYC,White Non Hispanic,M,45-54,74
2017,NYC,White Non Hispanic,M,35-44,84
2017,NYC,White Non Hispanic,M,25-34,102
2017,NYC,White Non Hispanic,M,Total,342
2017,ROS,Black Non Hispanic,F,9-Jan,0
2017,ROS,Black Non Hispanic,F,75-84,0
2017,ROS,Black Non Hispanic,F,85+,0
2017,ROS,Black Non Hispanic,F,<1,0
2017,ROS,Black Non Hispanic,F,19-Oct,1
2017,ROS,Black Non Hispanic,F,65-74,1
2017,ROS,Black Non Hispanic,F,20-24,4
2017,ROS,Black Non Hispanic,F,55-64,4
2017,ROS,Black Non Hispanic,F,35-44,7
2017,ROS,Black Non Hispanic,F,25-34,9
2017,ROS,Black Non Hispanic,F,45-54,12
2017,ROS,Black Non Hispanic,F,Total,38
2017,ROS,Black Non Hispanic,M,75-84,0
2017,ROS,Black Non Hispanic,M,<1,0
2017,ROS,Black Non Hispanic,M,85+,1
2017,ROS,Black Non Hispanic,M,9-Jan,2
2017,ROS,Black Non Hispanic,M,19-Oct,3
2017,ROS,Black Non Hispanic,M,20-24,4
2017,ROS,Black Non Hispanic,M,65-74,9
2017,ROS,Black Non Hispanic,M,35-44,14
2017,ROS,Black Non Hispanic,M,25-34,19
2017,ROS,Black Non Hispanic,M,55-64,23
2017,ROS,Black Non Hispanic,M,45-54,24
2017,ROS,Black Non Hispanic,M,Total,99
2017,ROS,Hispanic,F,9-Jan,0
2017,ROS,Hispanic,F,19-Oct,0
2017,ROS,Hispanic,F,65-74,0
2017,ROS,Hispanic,F,75-84,0
2017,ROS,Hispanic,F,85+,0
2017,ROS,Hispanic,F,<1,0
2017,ROS,Hispanic,F,55-64,2
2017,ROS,Hispanic,F,45-54,4
2017,ROS,Hispanic,F,20-24,5
2017,ROS,Hispanic,F,35-44,9
2017,ROS,Hispanic,F,25-34,14
2017,ROS,Hispanic,F,Total,34
2017,ROS,Hispanic,M,9-Jan,0
2017,ROS,Hispanic,M,75-84,0
2017,ROS,Hispanic,M,85+,0
2017,ROS,Hispanic,M,<1,0
2017,ROS,Hispanic,M,19-Oct,1
2017,ROS,Hispanic,M,65-74,2
2017,ROS,Hispanic,M,20-24,6
2017,ROS,Hispanic,M,55-64,17
2017,ROS,Hispanic,M,45-54,26
2017,ROS,Hispanic,M,35-44,39
2017,ROS,Hispanic,M,25-34,45
2017,ROS,Hispanic,M,Total,136
2017,ROS,Not Stated,F,19-Oct,0
2017,ROS,Not Stated,F,20-24,0
2017,ROS,Not Stated,F,25-34,0
2017,ROS,Not Stated,F,35-44,0
2017,ROS,Not Stated,F,45-54,0
2017,ROS,Not Stated,F,55-64,0
2017,ROS,Not Stated,F,65-74,0
2017,ROS,Not Stated,F,75-84,0
2017,ROS,Not Stated,F,85+,0
2017,ROS,Not Stated,F,<1,0
2017,ROS,Not Stated,F,Total,0
2017,ROS,Not Stated,M,9-Jan,0
2017,ROS,Not Stated,M,19-Oct,0
